id,rank,overallRating,firstName,lastName,commonName,birthdate,height,weight,skillMoves,weakFootAbility,preferredFoot,position,positionType,alternatePositions,nationality,team,leagueName,playStyles,playStylesPlus,pac,sho,pas,dri,def,phy,acceleration,sprintSpeed,finishing,shotPower,longShots,volleys,penalties,positioning,shortPassing,longPassing,curve,freeKickAccuracy,crossing,vision,dribbling,ballControl,agility,balance,reactions,composure,interceptions,defensiveAwareness,standingTackle,slidingTackle,headingAccuracy,aggression,jumping,stamina,strength,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes
266032,1888,75,Jamie,Bynoe-Gittens,,,179,77,4,4,1,LM,Midfielder,LW,England,Borussia Dortmund,Bundesliga,"Flair,Quick Step,Rapid",,90,66,62,82,26,55,92,89,73,65,54,61,53,69,68,45,71,42,64,64,84,79,90,84,74,63,26,25,22,24,42,38,63,70,54,,,,,
195202,1888,75,Tom,Cairney,,,186,84,3,2,2,CM,Midfielder,"CDM, CAM",Scotland,Fulham,Premier League,,,52,72,78,75,63,65,53,51,70,73,76,72,65,75,78,77,77,72,78,78,75,78,68,67,77,81,64,67,64,48,58,58,64,66,68,,,,,
225263,1888,75,Duje,Ćaleta-Car,,,192,89,2,3,1,CB,Defense,,Croatia,OL,Ligue 1 McDonald's,Bruiser,,59,39,57,59,74,78,51,66,32,67,27,32,38,54,73,72,28,31,28,60,59,64,38,44,72,72,73,74,75,74,75,78,79,65,84,,,,,
262402,1888,75,Sergi,Cardona,,,186,76,3,3,2,LB,Defense,LM,Spain,Villarreal CF,LALIGA EA SPORTS,Anticipate,,81,43,64,68,73,74,84,78,40,60,29,35,44,56,71,57,46,34,69,64,67,70,71,69,63,65,76,74,74,72,65,70,79,85,69,,,,,
263829,1888,75,Vitinha,,,,178,74,3,3,1,ST,Attack,,Portugal,Genoa,Serie A Enilive,,,73,75,63,75,32,79,76,71,76,78,70,74,65,77,67,59,63,56,58,65,76,74,75,79,75,73,36,23,29,22,73,86,85,77,76,,,,,
213868,1888,75,Jean-Charles,Castelletto,,,186,78,2,2,1,CB,Defense,,Cameroon,FC Nantes,Ligue 1 McDonald's,Aerial,,68,32,51,63,76,76,70,67,23,50,26,45,36,56,64,58,49,23,47,36,59,69,63,51,68,60,75,76,76,75,79,76,85,71,77,,,,,
233965,1888,75,Alessio,Castro-Montes,,,175,67,3,4,1,RM,Midfielder,"LM, RB, RW",Belgium,R. Union St.-G.,1A Pro League,Rapid,Long Throw,75,69,73,73,72,71,74,76,69,73,71,63,48,73,73,68,70,71,76,73,74,72,75,75,73,72,72,71,73,73,68,71,74,86,63,,,,,
146562,1888,75,Santi,Cazorla,,,168,65,4,5,1,CM,Midfielder,"CAM, LM",Spain,R. Oviedo,LALIGA HYPERMOTION,"Flair,Incisive Pass,Technical,Tiki Taka",,53,74,81,78,61,56,55,52,73,74,75,72,85,73,82,81,81,84,80,81,78,80,69,88,71,81,58,63,63,56,60,61,61,54,55,,,,,
157970,1888,75,Ricardo,Batista,,,193,86,1,3,2,GK,Defense,,Portugal,Casa Pia AC,Liga Portugal,,,75,74,73,75,38,77,39,37,12,55,15,14,26,17,36,34,15,19,17,16,16,21,46,39,68,41,22,17,9,19,10,45,63,24,70,75.0,74.0,73.0,77.0,75.0
224490,1888,75,Zeki,Çelik,,,180,78,3,3,1,RB,Defense,RM,Turkey,AS Roma,Serie A Enilive,,,71,59,69,70,73,76,69,72,57,63,62,55,46,70,72,67,72,49,72,68,69,73,67,66,72,74,74,73,74,74,65,74,75,82,73,,,,,
242426,1888,75,Edwuin,Cetré,,,171,79,3,3,1,LM,Midfielder,"LW, RM",Colombia,Estudiantes,Libertadores,"Quick Step,Rapid",,87,72,67,78,41,69,83,91,72,74,70,66,71,73,68,59,75,68,69,68,77,76,88,83,72,73,35,40,43,38,50,50,72,86,68,,,,,
235029,1888,75,Fedor,Chalov,,,181,75,3,3,1,ST,Attack,,Russia,PAOK FC,Hellas Liga,"Chip Shot,Finesse Shot",,76,75,70,74,33,63,78,74,78,75,70,73,71,76,74,65,65,56,64,75,72,76,75,74,77,81,44,23,26,23,69,36,77,74,67,,,,,
241026,1888,75,Tomás,Chancalay,,,179,76,4,3,1,LM,Midfielder,"RM, LW",Argentina,New England,MLS,Flair,,84,72,70,79,40,62,84,84,70,79,77,59,63,70,70,71,78,76,71,67,81,76,85,80,69,71,42,30,42,38,57,57,72,72,58,,,,,
225667,1888,75,Conor,Chaplin,,,168,69,3,4,2,CAM,Midfielder,ST,England,Ipswich,Premier League,"Finesse Shot,Flair,Incisive Pass",,84,74,70,76,46,64,85,83,76,72,75,70,66,74,74,66,72,68,63,72,72,75,89,91,74,73,40,50,38,43,72,70,79,74,55,,,,,
251570,1888,75,Rayan,Cherki,,,177,71,5,5,2,CAM,Midfielder,"LW, RW",France,OL,Ligue 1 McDonald's,"Chip Shot,First Touch,Incisive Pass,Technical,Trickster,Trivela",Flair,68,67,74,84,21,61,70,66,64,76,68,57,61,68,75,74,77,73,70,75,90,79,81,81,72,77,22,19,23,15,28,57,56,55,67,,,,,
252541,1888,75,Joris,Chotard,,,179,70,3,4,1,CDM,Midfielder,CM,France,Montpellier,Ligue 1 McDonald's,,,64,57,73,75,71,68,64,64,55,61,58,47,55,64,77,74,66,57,68,74,75,75,76,71,73,74,75,72,73,66,58,75,65,77,60,,,,,
242908,1888,75,Jack,Clarke,,,181,74,4,4,1,LM,Midfielder,LW,England,Ipswich,Premier League,Technical,,83,72,68,76,40,60,84,82,75,71,69,56,70,73,69,61,65,58,72,71,77,73,84,78,73,64,39,46,35,33,48,53,64,77,54,,,,,
265650,1888,75,Saúl,Coco,,,188,76,2,3,1,CB,Defense,,Equatorial Guinea,Torino,Serie A Enilive,"Anticipate,Jockey",,85,56,58,60,76,78,80,89,40,85,78,29,51,30,69,67,38,72,34,58,59,63,61,53,60,60,77,79,76,73,70,77,86,65,84,,,,,
185144,1888,75,Massimo,Coda,,,184,73,3,4,1,ST,Attack,,Italy,Sampdoria,Serie BKT,Power Header,,57,76,60,71,25,66,67,48,79,78,70,68,63,84,68,53,71,66,48,60,71,75,60,68,75,75,26,18,17,16,75,51,80,57,75,,,,,
248484,1888,75,Nathan,Collins,,,193,81,2,3,1,CB,Defense,,Republic of Ireland,Brentford,Premier League,Anticipate,,61,30,55,62,76,76,54,67,29,46,19,22,35,24,68,66,39,25,50,39,62,66,46,47,74,74,78,75,76,76,75,76,77,72,78,,,,,
232770,1888,75,Santiago,Colombatto,,,179,74,3,2,2,CDM,Midfielder,CM,Argentina,R. Oviedo,LALIGA HYPERMOTION,"Dead Ball,Incisive Pass,Intercept",,74,70,75,72,70,77,74,74,67,76,73,61,75,68,75,74,77,79,76,72,70,73,76,79,71,74,72,69,73,72,61,77,76,84,73,,,,,
235781,1888,75,Santi,Comesaña,,,184,75,3,4,1,CM,Midfielder,CDM,Spain,Villarreal CF,LALIGA EA SPORTS,Bruiser,,57,69,68,73,76,74,59,56,72,69,72,49,50,68,78,77,48,55,49,69,75,76,61,55,77,78,73,77,80,78,66,70,72,76,75,,,,,
163489,1888,75,Andrea,Consigli,,,189,82,1,3,1,GK,Defense,,Italy,Sassuolo,Serie BKT,Far Throw,,76,73,70,75,40,77,40,40,10,53,19,19,21,10,31,27,15,15,10,46,10,23,57,40,70,63,15,10,17,19,10,11,55,31,51,76.0,73.0,70.0,77.0,75.0
215798,1888,75,Maxwel,Cornet,,,179,69,3,4,2,LM,Midfielder,"ST, LW",Côte d'Ivoire,Southampton,Premier League,Rapid,,85,75,70,76,67,70,83,86,74,80,77,72,64,75,73,62,71,69,73,70,78,76,75,78,69,67,66,64,70,66,69,72,80,66,70,,,,,
237442,1888,75,Eric,Curbelo,,,181,77,2,5,1,CB,Defense,,Spain,R. Sporting,LALIGA HYPERMOTION,Long Ball Pass,,84,38,66,67,75,81,82,86,37,36,40,26,38,49,74,74,44,26,58,71,61,68,76,84,74,70,74,76,76,75,69,76,85,85,80,,,,,
246919,1888,75,Tomáš,Čvančara,,,190,86,2,3,1,ST,Attack,,Czech Republic,M'gladbach,Bundesliga,,,77,73,66,72,25,77,74,79,75,72,67,71,69,79,69,62,62,60,67,64,73,75,68,58,75,70,17,21,20,19,76,73,82,68,83,,,,,
198946,1888,75,Danilo,D'Ambrosio,,,180,75,3,3,1,CB,Defense,RB,Italy,Monza,Serie A Enilive,,,59,56,66,68,77,72,60,59,48,66,58,57,60,66,69,64,63,62,73,58,69,66,66,71,74,71,77,75,78,75,79,75,82,60,76,,,,,
171791,1888,75,José,Fonte,,,191,81,2,3,1,CB,Defense,,Portugal,Casa Pia AC,Liga Portugal,"Power Header,Slide Tackle",,31,46,62,60,76,79,31,31,42,60,43,36,43,48,74,69,51,32,47,63,61,68,31,46,64,70,75,74,79,74,80,82,75,73,82,,,,,
275070,1888,75,Otávio,,,,187,83,2,2,2,CB,Defense,,Brazil,FC Porto,Liga Portugal,,,68,29,41,58,75,79,69,68,24,43,24,27,43,29,53,41,43,27,33,32,55,65,43,50,74,68,75,74,76,75,73,86,82,70,80,,,,,
263673,1888,75,Andrew,,,,189,76,1,2,1,GK,Defense,,Brazil,Gil Vicente,Liga Portugal,"Deflector,Footwork,Pinged Pass",,76,73,74,77,45,72,48,41,4,56,12,14,21,4,41,37,10,8,9,63,12,17,34,32,71,34,8,10,19,17,11,24,59,39,53,76.0,73.0,74.0,72.0,77.0
203502,1888,75,Bobby,De Cordova-Reid,,,170,68,3,3,1,RM,Midfielder,"LM, RW",Jamaica,Leicester City,Premier League,"Flair,Relentless",,74,72,72,76,60,63,77,72,74,69,71,75,71,77,76,66,65,64,71,73,74,74,86,86,76,70,59,59,59,55,69,54,75,74,60,,,,,
213374,1888,75,Aderllan,Santos,,,193,85,2,2,1,CB,Defense,,Brazil,Rio Ave FC,Liga Portugal,"Aerial,Intercept",,59,52,52,57,76,81,50,66,38,77,63,46,61,27,62,57,44,61,42,41,56,58,50,31,72,81,78,78,73,73,78,81,81,76,83,,,,,
252442,1888,75,Enrico,Delprato,,,183,74,2,3,1,RB,Defense,CB,Italy,Parma,Serie A Enilive,"Intercept,Long Throw",,81,54,63,69,72,77,77,84,49,64,54,48,51,61,65,63,63,45,67,58,69,73,59,64,70,61,72,72,74,73,64,74,79,81,75,,,,,
211591,1888,75,Moussa,Dembélé,,,187,79,3,3,1,ST,Attack,,France,Ettifaq FC,ROSHN Saudi League,Flair,,71,74,62,71,30,80,68,74,75,78,65,73,79,78,70,50,69,58,50,69,71,74,65,65,75,74,22,39,14,16,80,75,89,72,86,,,,,
212501,1888,75,Leander,Dendoncker,,,188,88,2,4,1,CM,Midfielder,"CDM, CB",Belgium,RSC Anderlecht,1A Pro League,,,53,69,75,70,76,78,40,64,62,83,73,68,55,75,78,77,71,68,73,71,71,76,49,52,72,77,76,74,78,75,77,74,77,72,83,,,,,
229542,1888,75,Arthur,Desmas,,,196,87,1,2,1,GK,Defense,,France,Havre AC,Ligue 1 McDonald's,,,75,72,72,76,36,73,37,35,18,54,17,14,18,9,23,20,16,10,18,41,15,19,26,37,74,32,14,14,17,11,12,20,60,24,62,75.0,72.0,72.0,73.0,76.0
213814,1888,75,Federico,Di Francesco,,,172,71,4,4,1,LW,Attack,"LM, RW",Italy,Palermo,Serie BKT,Technical,,80,69,73,77,52,70,84,76,67,71,68,69,69,75,76,70,78,69,77,68,78,76,83,81,69,74,55,57,48,46,50,61,72,79,68,,,,,
254088,1888,75,Amad,Diallo,,,173,67,4,4,2,RM,Midfielder,"CAM, RW",Côte d'Ivoire,Man Utd,Premier League,"Flair,Technical",,85,71,68,80,25,50,88,82,74,74,69,54,63,74,69,60,71,60,68,71,79,80,92,87,69,69,22,19,25,22,48,42,61,65,45,,,,,
238227,1888,75,Krépin,Diatta,,,175,69,4,4,1,RM,Midfielder,RW,Senegal,AS Monaco,Ligue 1 McDonald's,"Quick Step,Rapid",,89,69,66,78,50,67,90,89,68,73,72,68,59,69,68,64,62,58,66,69,79,75,89,76,70,70,48,55,42,50,62,57,78,84,61,,,,,
220820,1888,75,Mory,Diaw,,,197,98,1,2,1,GK,Defense,,Senegal,Clermont Foot 63,Ligue 2 BKT,"Far Throw,Footwork,Long Ball Pass",,77,74,73,78,43,72,44,42,19,55,17,16,29,13,31,25,18,19,17,42,19,24,33,36,65,33,18,22,19,18,22,29,70,31,72,77.0,74.0,73.0,72.0,78.0
207935,1888,75,Matías,Dituro,,,191,86,1,3,1,GK,Defense,,Argentina,Elche CF,LALIGA HYPERMOTION,"Far Throw,Long Ball Pass",,74,72,77,77,38,74,32,48,12,58,16,19,20,19,58,53,12,17,13,67,17,40,40,32,74,68,21,18,12,18,12,20,63,42,72,74.0,72.0,77.0,74.0,77.0
199103,1888,75,Alexander,Domínguez,,,195,81,1,3,1,GK,Defense,,Ecuador,LDU Quito,Libertadores,Deflector,,76,72,71,77,34,75,34,35,11,53,13,15,17,15,41,39,27,15,13,64,20,32,30,33,70,67,24,26,21,22,23,31,69,30,76,76.0,72.0,71.0,75.0,77.0
231227,1888,75,Niklas,Dorsch,,,175,76,3,3,1,CDM,Midfielder,CM,Germany,Heidenheim,Bundesliga,"Flair,Long Ball Pass",,70,72,73,78,71,72,73,68,66,82,80,65,62,64,78,75,63,63,65,74,76,80,80,84,73,73,71,73,73,71,61,77,73,75,69,,,,,
232787,1888,75,Mateus,,,,167,70,4,3,2,RW,Attack,"RM, ST",Brazil,Al Taawoun,ROSHN Saudi League,"Dead Ball,Power Shot",,82,74,71,76,53,69,86,78,75,79,75,59,65,72,72,56,75,77,72,76,77,74,80,82,66,66,58,42,61,56,50,72,71,81,62,,,,,
208135,1888,75,Abdoulaye,Doucouré,,,184,76,3,2,1,CAM,Midfielder,CM,Mali,Everton,Premier League,,,57,78,72,74,77,82,65,51,78,84,78,78,54,81,76,72,64,54,66,75,76,74,61,63,79,78,80,76,77,74,72,80,82,84,82,,,,,
240097,1888,75,Flynn,Downes,,,181,70,2,3,1,CDM,Midfielder,CM,England,Southampton,Premier League,,,64,53,71,73,71,75,67,62,52,59,55,32,50,62,78,73,57,55,62,73,71,74,77,79,72,76,69,71,75,70,62,76,73,80,73,,,,,
189060,1888,75,Aleksandar,Dragović,,,186,84,2,4,1,CB,Defense,,Austria,FK Austria Wien,Ö. Bundesliga,Slide Tackle,,54,51,63,64,77,75,62,47,41,69,53,37,65,63,67,74,32,61,53,65,62,66,64,64,70,73,78,77,78,76,75,78,73,66,79,,,,,
215502,1888,75,Bartłomiej,Drągowski,,,191,74,1,2,1,GK,Defense,,Poland,Panathinaikos,Hellas Liga,Deflector,,77,71,70,77,37,72,39,35,12,53,18,12,21,15,35,32,12,20,19,62,20,18,33,54,73,65,21,20,16,16,13,19,58,34,56,77.0,71.0,70.0,72.0,77.0
260105,1888,75,Radu,Drăgușin,,,191,80,2,3,1,CB,Defense,,Romania,Spurs,Premier League,,,73,37,53,65,75,75,68,77,27,56,40,38,49,25,68,60,37,33,36,48,65,63,63,59,74,70,74,75,77,75,74,69,82,67,80,,,,,
233926,1888,75,Léo,Duarte,,,183,79,2,2,1,CB,Defense,RB,Brazil,Başakşehir,Trendyol Süper Lig,"Block,Jockey,Slide Tackle",,57,36,49,60,76,78,60,55,31,54,27,30,48,39,67,56,30,27,42,30,55,62,64,63,74,72,76,77,76,79,65,83,75,72,79,,,,,
233866,1888,75,Odsonne,Edouard,,,187,83,4,4,1,ST,Attack,,France,Leicester City,Premier League,"Chip Shot,Flair",,73,75,67,76,45,69,69,76,78,76,70,64,76,77,73,58,73,73,58,71,78,78,69,67,70,75,39,44,46,28,71,55,79,68,74,,,,,
226168,1888,75,Maximilian,Eggestein,,,181,82,3,4,1,CDM,Midfielder,CM,Germany,SC Freiburg,Bundesliga,Bruiser,,63,60,69,71,72,74,63,63,54,76,59,50,60,59,76,71,64,48,67,66,69,74,68,69,77,75,74,70,76,72,65,70,73,78,73,,,,,
153048,1888,75,Magnus,Wolff Eikrem,,,184,69,3,4,1,CAM,Midfielder,ST,Norway,Molde FK,Eliteserien,"Dead Ball,Incisive Pass,Trivela",,65,71,76,74,33,50,65,65,71,69,75,74,61,76,78,72,82,71,72,77,72,75,82,70,75,76,38,32,28,42,35,45,47,58,49,,,,,
262745,1888,75,Neil,El Aynaoui,,,185,77,3,3,1,CM,Midfielder,CDM,Morocco,RC Lens,Ligue 1 McDonald's,,,63,61,70,74,66,71,60,66,61,64,64,46,51,68,78,77,60,53,53,76,75,78,68,52,75,74,70,62,70,61,59,59,76,79,72,,,,,
241775,1888,75,Jawad,El Yamiq,,,193,80,2,3,1,CB,Defense,,Morocco,Al Wehda,ROSHN Saudi League,"Aerial,Anticipate,Intercept,Long Ball Pass,Quick Step,Slide Tackle",,86,50,53,63,75,80,84,87,43,67,52,30,41,60,67,72,36,32,38,37,61,63,68,55,72,68,76,73,76,72,76,73,94,74,84,,,,,
219953,1888,75,Embarba,,,,173,68,4,4,1,LM,Midfielder,"RM, LW",Spain,Rayo Vallecano,LALIGA EA SPORTS,"Dead Ball,Technical,Whipped Pass",,78,74,73,76,42,68,79,77,71,81,76,63,73,74,73,67,76,77,75,72,77,74,79,74,73,73,37,36,48,43,55,74,71,73,62,,,,,
226385,1888,75,Cristian,Espinoza,,,173,73,4,5,1,RM,Midfielder,RW,Argentina,SJ Earthquakes,MLS,Rapid,,84,70,69,75,43,66,83,84,69,74,66,70,71,69,70,65,65,61,73,71,78,71,81,80,66,70,38,50,39,36,50,50,70,86,61,,,,,
271019,1888,75,Giovanni,Fabbian,,,186,75,3,4,1,CM,Midfielder,CAM,Italy,Bologna,Serie A Enilive,,,67,72,72,75,68,63,70,65,73,74,72,71,58,78,77,74,68,64,63,75,74,77,74,79,73,71,69,64,69,68,70,69,69,72,55,,,,,
214040,1888,75,Frank,Fabra,,,174,78,3,3,2,LB,Defense,,Colombia,Boca Juniors,Sudamericana,"First Touch,Intercept,Rapid,Trivela",,80,68,74,78,68,76,78,81,67,78,70,33,63,77,75,74,71,61,76,74,79,77,82,68,72,78,69,64,71,73,67,76,80,80,74,,,,,
195272,1888,75,Marco,Davide Faraoni,,,180,71,3,4,1,RM,Midfielder,"RB, RW",Italy,Hellas Verona,Serie A Enilive,Long Throw,,73,72,74,74,69,70,74,72,66,79,75,81,66,74,76,72,77,66,78,67,74,75,70,79,76,73,72,68,69,68,69,77,75,71,66,,,,,
232805,1888,75,Bernardo,,,,186,76,3,3,2,LB,Defense,CB,Brazil,VfL Bochum 1848,Bundesliga,"Block,Intercept,Jockey,Slide Tackle",,71,53,64,68,75,75,67,75,38,72,68,53,43,64,70,63,58,60,61,58,67,70,67,69,72,69,72,74,78,81,70,70,75,82,73,,,,,
211269,1888,75,Guillermo,Fernández,,,178,75,3,3,1,CM,Midfielder,CDM,Argentina,Boca Juniors,Sudamericana,"Incisive Pass,Jockey,Technical",,67,67,73,76,65,66,65,69,64,71,69,65,59,71,78,75,73,69,65,74,75,78,77,70,74,78,73,65,67,66,45,60,60,76,63,,,,,
241487,1888,75,Jesus,Ferreira,,,175,64,2,4,1,ST,Attack,CAM,United States,FC Dallas,MLS,,,84,73,71,76,45,67,76,90,72,77,71,65,69,79,74,69,68,57,69,74,73,78,82,86,80,72,31,40,53,39,71,60,78,84,60,,,,,
237595,1888,75,Marco,Friedl,,,187,82,2,2,2,CB,Defense,,Austria,SV Werder Bremen,Bundesliga,"Jockey,Long Ball Pass,Slide Tackle",,71,42,61,67,76,75,67,74,37,48,44,47,45,56,65,74,45,42,63,50,64,70,65,62,75,71,77,76,78,80,66,79,76,69,77,,,,,
226789,1888,75,Angelo,Fulgini,,,182,77,4,4,1,CAM,Midfielder,"CM, LW",France,RC Lens,Ligue 1 McDonald's,Incisive Pass,,71,69,75,78,67,71,69,72,71,70,70,58,56,74,76,71,76,75,76,76,80,80,74,65,72,75,67,61,73,69,67,69,72,78,68,,,,,
230564,1888,75,Mijat,Gaćinović,,,175,71,4,3,1,LM,Midfielder,"RM, LW",Serbia,AEK Athens,Hellas Liga,"Flair,Technical",,78,67,72,78,63,67,79,78,67,67,70,64,62,68,75,72,70,63,71,72,78,77,83,80,72,70,70,63,64,65,47,68,66,79,60,,,,,
243657,1888,75,James,Garner,,,182,80,3,3,1,CM,Midfielder,CDM,England,Everton,Premier League,"Incisive Pass,Slide Tackle",,66,65,77,71,71,71,66,66,60,74,70,53,66,63,80,79,75,73,75,76,69,76,71,57,72,79,72,71,74,70,59,74,68,78,67,,,,,
238277,1888,75,Dániel,Gazdag,,,178,76,3,2,1,CAM,Midfielder,ST,Hungary,Philadelphia,MLS,"Finesse Shot,Incisive Pass,Press Proven",,77,73,68,76,54,72,75,78,74,72,69,60,83,79,74,69,62,60,51,75,77,78,72,68,70,70,60,45,62,50,47,65,66,90,67,,,,,
252937,1888,75,Yann,Gboho,,,173,63,3,2,1,CAM,Midfielder,LM,France,Toulouse FC,Ligue 1 McDonald's,"Flair,Incisive Pass,Technical",,76,68,70,79,36,58,79,74,72,67,61,59,62,74,76,62,63,58,64,75,80,78,82,77,76,73,30,34,38,34,53,59,64,67,53,,,,,
245992,1888,75,Billy,Gilmour,,,170,66,3,3,1,CDM,Midfielder,CM,Scotland,SSC Napoli,Serie A Enilive,,,60,58,75,76,70,62,69,53,53,63,60,58,65,58,83,77,65,55,65,75,76,77,75,77,78,77,72,70,76,67,50,73,58,73,52,,,,,
225793,1888,75,Ben,Godfrey,,,183,79,2,3,1,CB,Defense,"RB, LB",England,Bergamo Calcio,Serie A Enilive,,,81,44,61,61,74,76,70,90,35,53,55,40,44,46,68,63,55,33,60,56,58,62,65,64,72,63,75,71,75,77,71,81,82,63,79,,,,,
245597,1888,75,Víctor,Gómez,,,169,68,3,4,1,RB,Defense,LB,Spain,SC Braga,Liga Portugal,Block,,80,51,74,75,69,71,82,79,40,65,60,42,46,75,76,73,71,50,76,76,74,76,78,82,77,67,68,73,68,66,62,71,76,84,64,,,,,
225105,1888,75,Cristo,González,,,178,69,3,5,1,ST,Attack,"CAM, LW",Spain,Arouca,Liga Portugal,"Incisive Pass,Technical",,83,73,68,80,37,73,85,82,75,78,66,61,70,79,76,64,70,51,54,77,81,82,84,76,71,73,29,34,39,26,63,72,79,77,70,,,,,
199669,1888,75,Leandro,González Pirez,,,185,89,2,3,1,CB,Defense,,Argentina,River Plate,Libertadores,"Aerial,Block,Intercept,Jockey,Long Ball Pass",,68,54,62,67,74,81,67,69,53,60,50,43,50,61,73,70,55,40,45,60,66,68,66,57,70,77,78,73,73,76,73,81,83,79,81,,,,,
228383,1888,75,Kamil,Grabara,,,195,85,1,3,1,GK,Defense,,Poland,VfL Wolfsburg,Bundesliga,"Cross Claimer,Far Throw",,76,75,72,76,42,75,42,42,15,54,16,15,24,16,48,46,20,24,18,57,20,35,45,48,66,56,23,25,19,18,24,36,70,38,71,76.0,75.0,72.0,75.0,76.0
248602,1888,75,Jacob,Greaves,,,194,87,2,2,2,CB,Defense,LB,England,Ipswich,Premier League,"Aerial,Long Ball Pass",,69,40,63,65,75,79,65,73,35,55,38,31,34,51,72,69,61,28,60,57,64,68,57,54,74,72,74,75,75,74,75,81,82,74,80,,,,,
256949,1888,75,Albert,Grønbæk,,,176,65,4,3,1,CAM,Midfielder,CM,Denmark,Stade Rennais FC,Ligue 1 McDonald's,"Flair,Incisive Pass,Technical",,77,68,72,77,62,72,78,77,70,67,66,62,56,74,74,71,70,62,69,77,76,76,86,84,70,76,64,62,64,62,55,68,72,88,65,,,,,
232099,1888,75,Marko,Grujić,,,191,88,3,3,1,CM,Midfielder,CDM,Serbia,FC Porto,Liga Portugal,"Aerial,Bruiser,Intercept,Pinged Pass,Slide Tackle",,59,71,71,75,74,82,53,64,72,76,67,62,57,75,75,73,65,51,62,77,75,79,67,56,75,80,74,71,76,70,78,78,82,80,84,,,,,
256548,1888,75,Marco,Grüll,,,182,74,4,4,1,LM,Midfielder,LW,Austria,SV Werder Bremen,Bundesliga,"Finesse Shot,Power Shot,Rapid,Whipped Pass",,93,73,67,74,36,72,91,94,73,75,74,64,74,68,67,63,69,73,67,68,76,73,77,69,65,67,29,46,28,27,56,46,80,93,71,,,,,
227785,1888,75,Cristian,Guanca,,,177,72,3,3,2,CAM,Midfielder,"RW, ST",Argentina,Al Shabab,ROSHN Saudi League,"Trivela,Whipped Pass",,72,78,72,75,40,71,73,72,77,81,79,74,76,79,74,69,66,64,73,72,74,76,77,75,72,73,41,38,35,33,63,54,69,82,72,,,,,
266436,1888,75,Javi,Guerra,,,187,77,3,4,1,CM,Midfielder,CDM,Spain,Valencia CF,LALIGA EA SPORTS,"Aerial,Flair,Incisive Pass,Long Ball Pass",,74,70,72,75,72,72,73,74,73,70,72,45,63,76,76,74,58,62,63,78,74,75,80,71,75,71,74,72,74,66,68,65,76,79,70,,,,,
240458,1888,75,Ander,Guevara,,,180,73,3,3,1,CM,Midfielder,CDM,Spain,D. Alavés,LALIGA EA SPORTS,,,43,63,72,71,72,69,51,37,69,52,68,44,51,66,78,76,61,59,60,75,68,76,67,69,76,76,73,72,79,71,54,68,60,79,66,,,,,
241707,1888,75,Pape,Gueye,,,189,79,2,3,2,CM,Midfielder,CDM,Senegal,Villarreal CF,LALIGA EA SPORTS,,,58,60,70,71,74,76,55,61,56,73,62,45,42,68,79,78,46,39,58,76,72,76,54,52,75,72,78,73,78,70,61,75,71,73,78,,,,,
227222,1888,75,Frédéric,Guilbert,,,178,78,3,3,1,RB,Defense,"CB, LB",France,Lecce,Serie A Enilive,"Long Throw,Slide Tackle",,71,47,68,71,73,75,72,70,38,66,47,32,44,65,73,65,56,42,74,63,69,74,67,74,71,67,73,71,74,76,70,76,78,76,73,,,,,
233125,1888,75,Marcel,Hartel,,,177,68,3,4,1,CM,Midfielder,CAM,Germany,St. Louis CITY SC,MLS,"Press Proven,Relentless,Tiki Taka",,72,70,73,79,43,61,74,71,70,72,72,67,52,70,77,75,69,61,65,77,79,78,84,81,75,69,59,31,44,34,53,58,59,93,47,,,,,
252793,1888,75,Taylor,Harwood-Bellis,,,188,73,2,3,1,CB,Defense,,England,Southampton,Premier League,Long Ball Pass,,66,36,61,67,76,76,64,68,29,59,28,33,43,38,76,73,47,34,41,58,63,72,60,64,74,76,75,76,76,75,74,75,80,74,76,,,,,
225316,1888,75,Jack,Hendry,,,195,88,2,2,1,CB,Defense,,Scotland,Ettifaq FC,ROSHN Saudi League,Aerial,,78,56,63,65,72,85,70,85,50,77,61,26,37,58,77,78,42,28,48,58,59,72,67,67,70,71,71,70,72,71,77,82,89,84,86,,,,,
268621,1888,75,Gastón,Hernández,,,185,76,2,3,1,CB,Defense,,Argentina,San Lorenzo,Libertadores,Jockey,,67,37,52,59,76,72,66,68,39,43,26,38,46,32,75,68,30,33,26,36,50,68,59,59,75,60,78,77,77,75,69,76,73,71,70,,,,,
205590,1888,75,Luís,Hernández,,,183,75,2,4,1,CB,Defense,,Spain,Cádiz CF,LALIGA HYPERMOTION,,,62,50,65,65,75,78,61,62,37,70,57,53,54,55,73,68,57,42,67,55,59,71,63,68,77,73,78,77,72,75,72,76,81,71,81,,,,,
199897,1888,75,Nicolas,Höfler,,,181,80,2,3,1,CDM,Midfielder,CM,Germany,SC Freiburg,Bundesliga,"Anticipate,Press Proven,Slide Tackle",,57,47,65,67,75,72,54,60,41,58,49,40,50,53,76,69,53,50,52,64,64,67,67,73,77,73,80,75,77,69,65,69,69,78,71,,,,,
244108,1888,75,Hong,Hyeon Seok,,,175,73,3,3,2,CAM,Midfielder,CM,Korea Republic,1. FSV Mainz 05,Bundesliga,,,72,71,74,76,66,68,77,67,74,70,68,76,58,73,77,69,67,65,73,75,75,75,84,81,74,74,68,66,71,68,41,69,60,85,59,,,,,
